,ETHNICITY,TERRITORY,ACADEMIC_INTEREST_1,ACADEMIC_INTEREST_2,Enroll,TOTAL_CONTACTS,SELF_INIT_CNTCTS,SOLICITED_CNTCTS,CAMPUS_VISIT,CONTACT_CODE1,IRSCHOOL,satscore,sex,mailq,telecq,premiere,interest,stuemail,init_span,int1rat,int2rat,hscrat,avg_income,distance,Instate
3090,C,5,MUS,Unknown,1,13,10,3,1,LMI,446115,1300.0,1.0,5,4.0,1,0,1,21,0.0514018691588785,0.0566696855996894,0.0705882352941176,40272.0,199.3684232806686,Y
3091,C,5,PT,Unknown,1,8,7,1,1,A03,446115,1200.0,1.0,4,4.0,1,1,1,30,0.0094786729857819,0.0566696855996894,0.0705882352941176,40272.0,199.3684232806686,Y
3092,O,5,THEO,CJ,0,2,0,2,0,N02,446115,1300.0,0.0,1,2.0,0,0,1,31,0.0,0.0,0.0705882352941176,40272.0,199.3684232806686,Y
3093,C,5,HIS,PSC,1,5,4,1,0,PHN,446115,1400.0,0.0,1,4.0,1,0,1,13,0.0682926829268292,0.0757575757575757,0.0705882352941176,40272.0,199.3684232806686,Y
3094,C,5,MTH,PHY,0,2,1,1,0,N01,447233,1140.0,0.0,1,,0,0,0,19,0.0444444444444444,0.0363636363636363,0.0,37226.0,191.3633372743463,Y
3095,C,5,Unknown,Unknown,1,8,7,0,1,ACT,447365,1210.0,1.0,3,,0,0,1,17,0.0492696751689557,0.0566696855996894,0.25,28214.0,209.4522360174697,Y
3096,B,3,Unknown,Unknown,0,2,1,0,0,HSV,443340,940.0,0.0,3,,0,0,1,11,0.0492696751689557,0.0566696855996894,0.0135135135135135,20840.0,165.52327592513055,Y
3097,B,3,ARCH,CSI,0,2,1,1,0,N10,443367,670.0,0.0,1,,0,0,0,31,0.03206106870229,0.0612244897959183,0.0256410256410256,20840.0,165.52327592513055,Y
3098,C,8,Unknown,Unknown,1,3,3,0,0,LMA,440561,1280.0,0.0,1,,0,0,1,9,0.0492696751689557,0.0566696855996894,0.0416666666666666,104035.0,163.75974023725718,Y
3099,C,3,PHI,REL,1,16,13,2,1,CAV,443405,1160.0,0.0,5,3.0,1,0,1,19,0.1875,0.1036585365853658,0.0924369747899159,104035.0,163.75974023725718,Y
3100,C,8,Unknown,Unknown,1,5,5,0,0,SAT,443425,1340.0,1.0,1,,0,0,1,17,0.0492696751689557,0.0566696855996894,0.2222222222222222,104035.0,163.75974023725718,Y
3101,C,8,BUS,PSY,1,12,11,0,1,LMI,443425,1500.0,1.0,5,4.0,0,0,1,24,0.0522471910112359,0.0629067245119305,0.2222222222222222,104035.0,163.75974023725718,Y
3102,H,3,ARCH,PSY,0,4,2,0,0,CIP,443385,1406.6666666666667,1.0,4,,0,0,0,40,0.03206106870229,0.0629067245119305,0.0,37785.0,161.71800196018913,Y
3103,H,3,PSY,Unknown,0,1,0,0,0,CIP,443385,1313.3333333333333,0.0,3,,0,0,0,11,0.045929018789144,0.0566696855996894,0.0,39926.0,160.06671547656856,Y
3104,H,3,NUTR,MTH,1,7,5,0,1,LMI,445410,1220.0,0.0,5,4.0,0,1,1,20,0.1111111111111111,0.0524017467248908,0.0854700854700854,39926.0,160.06671547656856,Y
3105,H,3,MED,Unknown,0,1,0,0,0,CIP,443380,1030.0,1.0,5,,0,0,0,11,0.0523532522474881,0.0566696855996894,0.0263157894736842,32995.0,162.00453792448414,Y
3106,O,8,MED,Unknown,0,1,0,1,0,N10,443399,840.0,1.0,1,,0,0,0,31,0.0523532522474881,0.0566696855996894,0.032258064516129,32995.0,162.00453792448414,Y
3107,C,3,Unknown,Unknown,0,1,0,0,0,CIP,443360,883.3333333333334,1.0,5,,0,0,0,23,0.0492696751689557,0.0566696855996894,0.0,23910.0,169.3825058822723,Y
3108,C,3,EGR,Unknown,0,1,0,0,0,CIP,443360,926.6666666666666,0.0,5,,0,0,0,11,0.0343065693430656,0.0566696855996894,0.0,23910.0,169.3825058822723,Y
3109,B,3,Unknown,Unknown,1,6,5,0,0,CIP,443458,970.0,1.0,5,,1,0,1,21,0.0492696751689557,0.0566696855996894,0.0597826086956521,40040.0,148.0340159980454,Y
3110,B,3,MED,Unknown,1,9,7,1,0,A03,443458,1240.0,1.0,4,,0,0,1,30,0.0523532522474881,0.0566696855996894,0.0597826086956521,40040.0,148.0340159980454,Y
3111,H,3,PSY,SOC,0,1,0,0,0,CIP,442680,1075.0,1.0,3,,0,0,1,20,0.045929018789144,0.0555555555555555,0.0,40032.0,170.285838618402,Y
3112,B,3,Unknown,Unknown,0,2,2,0,0,ACT,443408,910.0,1.0,1,,0,0,0,8,0.0492696751689557,0.0566696855996894,0.0543478260869565,40032.0,170.285838618402,Y
3113,C,3,EGR,Unknown,1,15,14,0,0,ACT,443408,840.0,0.0,1,,1,1,1,23,0.0343065693430656,0.0566696855996894,0.0543478260869565,40032.0,170.285838618402,Y
3114,B,3,EGR,Unknown,1,4,2,1,0,BHC,443408,1140.0,0.0,4,3.0,0,0,1,10,0.0343065693430656,0.0566696855996894,0.0543478260869565,40032.0,170.285838618402,Y
3115,H,3,EGR,CSI,1,5,4,1,0,HCD,443408,1130.0,0.0,1,,0,0,1,30,0.0343065693430656,0.0612244897959183,0.0543478260869565,40032.0,170.285838618402,Y
3116,B,3,ELC,CSI,1,4,3,1,0,N02,443408,1010.0,0.0,1,3.0,0,0,1,31,0.048780487804878,0.0612244897959183,0.0543478260869565,40032.0,170.285838618402,Y
3117,N,3,Unknown,Unknown,0,2,1,1,0,PPT,443503,850.0,1.0,1,,0,0,1,14,0.0492696751689557,0.0566696855996894,0.0,53494.74710029566,318.0161398664757,Y
3118,B,3,ART,CSI,0,1,0,1,0,N02,443340,690.0,0.0,1,,0,0,0,31,0.0318352059925093,0.0612244897959183,0.0135135135135135,23835.0,161.01271496769635,Y
3119,B,3,Unknown,Unknown,0,1,1,0,0,SAT,443400,530.0,0.0,1,,0,0,0,5,0.0492696751689557,0.0566696855996894,0.0,23835.0,161.01271496769635,Y
3120,O,3,Unknown,Unknown,0,1,1,0,0,SAT,447290,930.0,1.0,1,,0,0,0,7,0.0492696751689557,0.0566696855996894,0.0376516305204012,31762.0,172.03779794134408,Y
3121,C,8,Unknown,Unknown,1,10,8,2,1,P02,443409,1350.0,1.0,4,3.0,1,0,1,25,0.0492696751689557,0.0566696855996894,0.054054054054054,42921.0,157.9880315911151,Y
3122,A,3,Unknown,Unknown,0,1,0,1,0,N09,443405,1250.0,0.0,1,,0,0,1,20,0.0492696751689557,0.0566696855996894,0.0924369747899159,53494.74710029566,318.0161398664757,Y
3123,C,3,Unknown,Unknown,0,2,1,1,0,C01,443452,1150.0,1.0,1,1.0,0,0,0,19,0.0492696751689557,0.0566696855996894,0.0555555555555555,53494.74710029566,318.0161398664757,Y
3124,C,3,PSY,REL,1,4,3,1,0,LMI,443405,1050.0,1.0,1,3.0,1,0,1,13,0.045929018789144,0.1036585365853658,0.0924369747899159,61899.0,162.9561021011972,Y
3125,H,3,BIO,HSS,1,3,3,0,1,LMI,443312,1080.0,1.0,1,3.0,0,0,1,12,0.0808080808080808,0.1515151515151515,0.1,21864.0,164.86094727774082,Y
3126,C,3,Unknown,Unknown,0,1,0,0,0,CIP,443440,1075.0,1.0,5,,0,0,0,11,0.0492696751689557,0.0566696855996894,0.0,21864.0,164.86094727774082,Y
3127,B,3,EDU,FM,1,4,4,0,1,CAV,443311,1070.0,1.0,3,3.0,0,0,1,14,0.0380622837370242,0.1818181818181818,1.0,21950.0,167.62394470558388,Y
3128,C,3,Unknown,Unknown,0,3,2,0,0,CIP,443375,1060.0,0.0,5,,0,1,0,10,0.0492696751689557,0.0566696855996894,0.0,21950.0,167.62394470558388,Y
3129,B,3,BUS,LAW,0,1,0,0,0,CIP,443375,1050.0,0.0,1,,0,0,0,10,0.0522471910112359,0.0353591160220994,0.0,21950.0,167.62394470558388,Y
3130,B,3,Unknown,Unknown,1,4,4,0,0,APP,443390,1040.0,0.0,1,,1,0,1,8,0.0492696751689557,0.0566696855996894,0.0344827586206896,21950.0,167.62394470558388,Y
3131,B,3,MED,BIO,1,6,6,0,0,LMI,443405,1040.0,1.0,1,3.0,1,1,1,13,0.0523532522474881,0.0909090909090909,0.0924369747899159,21950.0,167.62394470558388,Y
3132,B,3,BUS,ACC,0,6,4,0,0,CIP,443454,930.0,0.0,3,3.0,0,0,1,24,0.0522471910112359,0.0682926829268292,0.0,21950.0,167.62394470558388,Y
3133,C,3,ACC,EGR,0,1,0,0,0,CIP,447290,900.0,1.0,3,2.0,0,0,1,21,0.0318471337579617,0.0535987748851454,0.0376516305204012,23746.0,159.89584157224158,Y
3134,H,3,FSC,CHE,1,5,5,0,0,VBQ,443452,870.0,1.0,1,,0,0,1,13,0.1475903614457831,0.0885416666666666,0.0555555555555555,23746.0,159.89584157224158,Y
3135,B,3,Unknown,Unknown,1,4,4,0,0,LMA,446712,920.0,1.0,1,3.0,1,1,1,12,0.0492696751689557,0.0566696855996894,0.0161290322580645,23746.0,159.89584157224158,Y
3136,C,3,Unknown,Unknown,0,1,1,0,1,CAV,447290,950.0,1.0,4,3.0,0,0,0,31,0.0492696751689557,0.0566696855996894,0.0376516305204012,82620.0,157.31227808425345,Y
3137,N,3,COM,Unknown,0,1,0,1,0,A03,447290,980.0,1.0,1,1.0,0,0,1,29,0.0267857142857142,0.0566696855996894,0.0376516305204012,82620.0,157.31227808425345,Y
3138,C,3,MED,Unknown,0,1,0,1,0,A03,447290,1010.0,1.0,1,3.0,0,0,1,30,0.0523532522474881,0.0566696855996894,0.0376516305204012,82620.0,157.31227808425345,Y
3139,C,3,ECO,Unknown,0,1,1,0,1,CAV,443390,1040.0,1.0,3,1.0,0,0,1,31,0.0833333333333333,0.0566696855996894,0.0344827586206896,82620.0,157.31227808425345,Y
3140,C,3,Unknown,Unknown,1,10,9,0,0,CIP,443402,1070.0,0.0,3,3.0,1,1,1,23,0.0492696751689557,0.0566696855996894,0.0970873786407767,82620.0,157.31227808425345,Y
3141,C,3,Unknown,Unknown,1,7,5,1,0,CIP,443402,1230.0,0.0,3,3.0,0,0,1,23,0.0492696751689557,0.0566696855996894,0.0970873786407767,82620.0,157.31227808425345,Y
3142,C,3,Unknown,Unknown,1,6,4,0,0,CIP,443402,1160.0,0.0,3,3.0,0,0,1,23,0.0492696751689557,0.0566696855996894,0.0970873786407767,82620.0,157.31227808425345,Y
3143,N,3,Unknown,Unknown,0,1,1,0,0,SAT,443402,920.0,1.0,1,,0,0,0,19,0.0492696751689557,0.0566696855996894,0.0970873786407767,82620.0,157.31227808425345,Y
3144,C,3,Unknown,Unknown,1,4,4,0,0,LMA,443402,1340.0,0.0,1,,1,0,1,9,0.0492696751689557,0.0566696855996894,0.0970873786407767,82620.0,157.31227808425345,Y
3145,I,3,Unknown,Unknown,1,3,3,0,0,HST,443402,1120.0,0.0,1,,1,0,1,8,0.0492696751689557,0.0566696855996894,0.0970873786407767,82620.0,157.31227808425345,Y
3146,C,3,BUS,Unknown,1,6,4,0,0,CIP,443402,1110.0,1.0,1,4.0,0,0,1,35,0.0522471910112359,0.0566696855996894,0.0970873786407767,82620.0,157.31227808425345,Y
3147,A,3,PEDU,Unknown,1,5,5,0,0,LMI,443402,1130.0,1.0,1,3.0,1,0,1,11,0.1123595505617977,0.0566696855996894,0.0970873786407767,82620.0,157.31227808425345,Y
3148,C,3,BUAD,ACC,1,3,3,0,0,LMI,443402,1240.0,0.0,1,4.0,0,0,1,9,0.0483870967741935,0.0682926829268292,0.0970873786407767,82620.0,157.31227808425345,Y
3149,C,3,BUS,CSI,1,12,6,2,0,A03,443402,1270.0,0.0,5,4.0,1,1,1,29,0.0522471910112359,0.0612244897959183,0.0970873786407767,82620.0,157.31227808425345,Y
3150,C,3,PSY,LAW,1,9,7,1,1,CIP,443402,1210.0,0.0,5,3.0,0,0,1,20,0.045929018789144,0.0353591160220994,0.0970873786407767,82620.0,157.31227808425345,Y
3151,C,3,CSS,MUS,1,8,6,1,0,SAT,443402,1310.0,1.0,4,3.0,0,1,1,16,0.0952380952380952,0.0500758725341426,0.0970873786407767,82620.0,157.31227808425345,Y
3152,C,3,ART,PSY,1,5,4,1,0,A03,443402,1120.0,1.0,1,2.0,1,0,1,30,0.0318352059925093,0.0629067245119305,0.0970873786407767,82620.0,157.31227808425345,Y
3153,C,8,BUS,Unknown,1,11,8,0,1,CIP,443439,1270.0,0.0,5,,0,0,1,47,0.0522471910112359,0.0566696855996894,0.0879120879120879,82620.0,157.31227808425345,Y
3154,C,8,CST,Unknown,1,8,7,0,1,CIP,443439,1170.0,1.0,5,,1,0,1,47,0.0886075949367088,0.0566696855996894,0.0879120879120879,82620.0,157.31227808425345,Y
3155,C,3,EDU,HIS,0,2,1,0,0,CIP,443522,1190.0,1.0,4,1.0,0,0,1,11,0.0380622837370242,0.1034482758620689,0.0326797385620915,82620.0,157.31227808425345,Y
3156,C,3,Unknown,Unknown,0,1,0,1,0,PPT,443402,1210.0,1.0,1,,0,0,0,14,0.0492696751689557,0.0566696855996894,0.0970873786407767,53494.74710029566,318.0161398664757,Y
3157,C,3,Unknown,Unknown,0,2,1,1,0,P01,443402,1230.0,0.0,1,2.0,0,0,0,18,0.0492696751689557,0.0566696855996894,0.0970873786407767,53494.74710029566,318.0161398664757,Y
3158,C,3,MED,Unknown,1,8,7,0,1,ACT,443402,1250.0,1.0,1,3.0,0,0,1,17,0.0523532522474881,0.0566696855996894,0.0970873786407767,53494.74710029566,318.0161398664757,Y
3159,H,3,Unknown,Unknown,0,1,0,1,0,PPT,443402,1190.0,0.0,1,,0,0,0,14,0.0492696751689557,0.0566696855996894,0.0970873786407767,53494.74710029566,318.0161398664757,Y
3160,C,3,Unknown,Unknown,0,1,1,0,0,SAT,447290,1130.0,0.0,1,,0,0,0,16,0.0492696751689557,0.0566696855996894,0.0376516305204012,48232.0,165.0183306533985,Y
3161,N,3,CSI,Unknown,0,1,0,1,0,P02,447290,1163.3333333333333,0.0,1,1.0,0,0,1,30,0.03646408839779,0.0566696855996894,0.0376516305204012,48232.0,165.0183306533985,Y
3162,A,3,Unknown,Unknown,0,1,0,0,0,HSV,440557,1196.6666666666667,1.0,4,,0,0,0,23,0.0492696751689557,0.0566696855996894,0.0548780487804878,48232.0,165.0183306533985,Y
3163,C,3,Unknown,Unknown,1,2,2,0,0,EML,440557,1230.0,0.0,1,3.0,0,0,1,10,0.0492696751689557,0.0566696855996894,0.0548780487804878,48232.0,165.0183306533985,Y
3164,B,3,BUS,Unknown,0,1,0,0,0,CIP,443398,1250.0,1.0,5,,0,0,0,7,0.0522471910112359,0.0566696855996894,0.0,48232.0,165.0183306533985,Y
3165,C,3,Unknown,Unknown,1,7,6,0,1,CAV,443405,1270.0,0.0,3,,0,2,1,19,0.0492696751689557,0.0566696855996894,0.0924369747899159,48232.0,165.0183306533985,Y
3166,C,3,BUS,Unknown,1,8,6,1,1,CIP,443405,1030.0,0.0,5,3.0,0,0,1,21,0.0522471910112359,0.0566696855996894,0.0924369747899159,48232.0,165.0183306533985,Y
3167,C,8,PMED,NUR,0,8,6,1,0,HCD,443459,1010.0,1.0,5,,1,0,1,30,0.0849629130141604,0.0392441860465116,0.1111111111111111,48232.0,165.0183306533985,Y
3168,B,3,Unknown,Unknown,0,2,1,0,0,CIP,443375,985.0,0.0,1,,0,0,1,10,0.0492696751689557,0.0566696855996894,0.0,17183.0,163.26596865131225,Y
3169,N,3,PT,BUS,0,3,3,0,1,CAV,443405,960.0,1.0,1,1.0,0,0,0,18,0.0094786729857819,0.0611790878754171,0.0924369747899159,60032.0,162.00323202385306,Y
3170,B,3,NUR,THEA,0,5,4,0,0,CIP,443377,890.0,1.0,4,3.0,0,0,1,12,0.0209059233449477,0.0345911949685534,0.0,21131.0,163.46726386546064,Y
3171,B,3,EGR,CSI,0,1,0,1,0,C02,447290,843.3333333333334,0.0,1,,0,0,0,31,0.0343065693430656,0.0612244897959183,0.0376516305204012,30308.0,167.97074196774227,Y
3172,C,3,Unknown,Unknown,0,2,1,1,0,MCM,443332,796.6666666666666,1.0,1,3.0,0,0,1,11,0.0492696751689557,0.0566696855996894,0.0476190476190476,53199.0,165.35035061703093,Y
3173,H,3,Unknown,Unknown,0,1,1,0,0,SAT,443398,750.0,1.0,1,,0,0,0,7,0.0492696751689557,0.0566696855996894,0.0,36591.0,163.11956517752495,Y
3174,N,8,BIO,LES,0,2,1,1,0,P02,443420,1400.0,1.0,1,,0,0,1,27,0.0808080808080808,0.0,0.0,36591.0,163.11956517752495,Y
3175,C,3,Unknown,Unknown,0,1,0,0,0,CIP,443522,1300.0,0.0,3,,0,0,0,21,0.0492696751689557,0.0566696855996894,0.0326797385620915,36591.0,163.11956517752495,Y
3176,B,3,Unknown,Unknown,0,1,0,1,0,PCM,447290,1200.0,0.0,1,,0,0,1,29,0.0492696751689557,0.0566696855996894,0.0376516305204012,26544.0,169.80307215161918,Y
3177,B,3,Unknown,Unknown,0,1,0,1,0,PCM,443382,1100.0,0.0,1,,0,0,0,28,0.0492696751689557,0.0566696855996894,0.0294117647058823,26544.0,169.80307215161918,Y
3178,B,3,MED,Unknown,1,6,4,0,0,CIP,443382,1000.0,1.0,1,3.0,0,0,1,23,0.0523532522474881,0.0566696855996894,0.0294117647058823,26544.0,169.80307215161918,Y
3179,B,3,Unknown,Unknown,0,1,0,0,0,CIP,443419,1080.0,0.0,4,,0,0,0,11,0.0492696751689557,0.0566696855996894,0.0,26544.0,169.80307215161918,Y
3180,H,3,Unknown,Unknown,0,2,1,1,0,PCM,446652,1160.0,1.0,1,,0,0,1,22,0.0492696751689557,0.0566696855996894,0.0,37521.0,176.22127406153274,Y
3181,C,3,Unknown,Unknown,1,3,3,0,0,LMA,440557,1240.0,1.0,1,3.0,0,1,1,11,0.0492696751689557,0.0566696855996894,0.0548780487804878,35524.0,165.48062974482178,Y
3182,H,3,PMED,BUS,0,3,2,0,0,CIP,440557,1040.0,1.0,4,3.0,0,0,1,11,0.0849629130141604,0.0611790878754171,0.0548780487804878,35524.0,165.48062974482178,Y
3183,B,3,Unknown,Unknown,1,1,1,0,0,LMA,443536,1120.0,1.0,1,,0,0,1,6,0.0492696751689557,0.0566696855996894,0.0816326530612244,35524.0,165.48062974482178,Y
3184,A,3,MED,EGR,1,6,5,0,0,CIP,440557,1160.0,1.0,3,3.0,0,0,1,20,0.0523532522474881,0.0535987748851454,0.0548780487804878,26931.0,160.7783238773535,Y
3185,B,3,MED,PSY,1,3,3,0,0,LMI,443443,1090.0,1.0,1,3.0,0,0,1,12,0.0523532522474881,0.0629067245119305,0.0175438596491228,26931.0,160.7783238773535,Y
3186,C,3,Unknown,Unknown,0,1,0,0,0,CIP,443522,1195.0,0.0,4,,0,0,0,11,0.0492696751689557,0.0566696855996894,0.0326797385620915,26931.0,160.7783238773535,Y
3187,A,3,Unknown,Unknown,1,5,5,0,0,ACT,443335,1300.0,0.0,1,,0,0,1,17,0.0492696751689557,0.0566696855996894,0.0571428571428571,53494.74710029566,318.0161398664757,Y
3188,B,3,BCHE,Unknown,1,15,10,2,0,N01,443335,1020.0,1.0,5,4.0,1,1,1,19,0.2142857142857142,0.0566696855996894,0.0571428571428571,35325.0,152.4997905845218,Y
3189,H,3,SCI,EDU,1,7,5,0,0,CIP,440076,1050.0,0.0,5,2.0,1,0,1,11,0.0407523510971786,0.0305851063829787,0.0654205607476635,32310.0,157.1925076652787,Y
3190,H,3,NUR,Unknown,0,1,0,0,0,CIP,443359,1090.0,1.0,4,,0,0,0,11,0.0209059233449477,0.0566696855996894,0.0465116279069767,50183.0,151.0127629766829,Y
3191,N,3,Unknown,Unknown,0,2,0,1,0,P02,443381,1130.0,1.0,3,,0,0,1,30,0.0492696751689557,0.0566696855996894,0.0476190476190476,50183.0,151.0127629766829,Y
3192,A,3,Unknown,Unknown,1,9,8,0,0,CIP,443381,1170.0,1.0,4,3.0,1,0,1,21,0.0492696751689557,0.0566696855996894,0.0476190476190476,50183.0,151.0127629766829,Y
3193,C,3,Unknown,Unknown,1,7,7,0,0,SAT,443381,1390.0,0.0,1,3.0,1,0,1,21,0.0492696751689557,0.0566696855996894,0.0476190476190476,50183.0,151.0127629766829,Y
3194,H,3,Unknown,Unknown,0,2,2,0,0,SAT,443381,940.0,1.0,1,,0,0,0,15,0.0492696751689557,0.0566696855996894,0.0476190476190476,50183.0,151.0127629766829,Y
3195,H,3,MED,Unknown,1,9,8,0,1,CIP,443381,1060.0,1.0,5,,0,0,1,20,0.0523532522474881,0.0566696855996894,0.0476190476190476,50183.0,151.0127629766829,Y
3196,A,3,PSY,BUS,1,5,4,1,0,P02,443381,1230.0,1.0,1,3.0,0,0,1,29,0.045929018789144,0.0611790878754171,0.0476190476190476,50183.0,151.0127629766829,Y
3197,C,8,BUS,Unknown,1,6,4,0,1,CAV,443439,1130.0,0.0,5,3.0,1,0,1,30,0.0522471910112359,0.0566696855996894,0.0879120879120879,50183.0,151.0127629766829,Y
3198,B,3,Unknown,Unknown,0,2,1,1,0,C01,447290,1135.0,1.0,1,1.0,0,0,0,20,0.0492696751689557,0.0566696855996894,0.0376516305204012,53494.74710029566,318.0161398664757,Y
3199,C,3,Unknown,Unknown,0,5,4,1,0,N09,443381,1140.0,1.0,1,,0,0,0,20,0.0492696751689557,0.0566696855996894,0.0476190476190476,53494.74710029566,318.0161398664757,Y
3200,H,3,Unknown,Unknown,0,4,3,0,0,LDZ,443346,840.0,1.0,1,1.0,0,0,1,34,0.0492696751689557,0.0566696855996894,0.0559006211180124,56746.0,150.6103915266316,Y
3201,A,3,Unknown,Unknown,0,5,4,1,0,LMI,443346,1250.0,1.0,1,3.0,0,0,1,22,0.0492696751689557,0.0566696855996894,0.0559006211180124,56746.0,150.6103915266316,Y
3202,A,3,Unknown,Unknown,0,3,3,0,0,SAT,443346,1280.0,1.0,1,2.0,0,0,1,16,0.0492696751689557,0.0566696855996894,0.0559006211180124,56746.0,150.6103915266316,Y
3203,A,3,Unknown,Unknown,1,6,5,1,0,SAT,443346,1120.0,1.0,1,3.0,0,1,1,15,0.0492696751689557,0.0566696855996894,0.0559006211180124,56746.0,150.6103915266316,Y
3204,C,3,Unknown,Unknown,1,9,9,0,0,FPR,443346,1130.0,1.0,1,3.0,1,0,1,13,0.0492696751689557,0.0566696855996894,0.0559006211180124,56746.0,150.6103915266316,Y
3205,H,3,Unknown,Unknown,1,5,4,1,0,LMA,443346,1040.0,1.0,1,,1,0,1,9,0.0492696751689557,0.0566696855996894,0.0559006211180124,56746.0,150.6103915266316,Y
3206,I,3,LAW,PSY,1,5,3,1,0,PPT,443346,1250.0,0.0,5,,0,0,1,14,0.0383403361344537,0.0629067245119305,0.0559006211180124,56746.0,150.6103915266316,Y
3207,H,3,PMED,PSY,1,9,8,0,0,LMI,443424,970.0,1.0,5,3.0,1,0,1,15,0.0849629130141604,0.0629067245119305,0.0775193798449612,56746.0,150.6103915266316,Y
3208,C,3,Unknown,Unknown,0,2,1,1,0,P01,443424,1030.0,1.0,1,,0,0,0,19,0.0492696751689557,0.0566696855996894,0.0775193798449612,53494.74710029566,318.0161398664757,Y
3209,B,3,EGR,CSI,1,7,4,3,1,HCD,443424,1090.0,0.0,4,2.0,0,0,1,30,0.0343065693430656,0.0612244897959183,0.0775193798449612,53494.74710029566,318.0161398664757,Y
3210,H,3,Unknown,Unknown,1,7,7,0,0,ACT,440557,1160.0,1.0,5,3.0,0,1,1,14,0.0492696751689557,0.0566696855996894,0.0548780487804878,41683.0,157.57256014065297,Y
3211,C,3,Unknown,Unknown,1,2,2,0,0,LMA,443390,1170.0,0.0,1,,0,0,1,7,0.0492696751689557,0.0566696855996894,0.0344827586206896,41683.0,157.57256014065297,Y
3212,C,3,EDU,MTH,1,10,10,0,0,SAT,443522,1060.0,1.0,5,3.0,1,1,1,17,0.0380622837370242,0.0524017467248908,0.0326797385620915,53494.74710029566,318.0161398664757,Y
3213,C,3,PMED,PVET,1,7,6,0,0,CRS,443402,1130.0,1.0,1,3.0,1,1,1,17,0.0849629130141604,0.037037037037037,0.0970873786407767,45141.0,154.10701158957758,Y
3214,N,3,Unknown,Unknown,0,2,2,0,0,SAT,443451,740.0,0.0,1,,0,0,0,52,0.0492696751689557,0.0566696855996894,0.0169491525423728,45141.0,154.10701158957758,Y
3215,H,3,Unknown,Unknown,0,2,1,1,0,PCM,443451,875.0,1.0,1,,0,0,1,18,0.0492696751689557,0.0566696855996894,0.0169491525423728,45141.0,154.10701158957758,Y
3216,A,3,MED,PPHR,1,9,7,1,0,CIP,443451,1010.0,1.0,1,,0,1,1,21,0.0523532522474881,0.0824742268041237,0.0169491525423728,45141.0,154.10701158957758,Y
3217,C,3,Unknown,Unknown,0,1,0,0,0,CIP,443355,1060.0,1.0,3,,0,0,0,22,0.0492696751689557,0.0566696855996894,0.074074074074074,41231.0,165.6074617678968,Y
3218,H,3,Unknown,Unknown,1,8,6,2,0,PCM,443355,1110.0,1.0,1,3.0,0,0,1,18,0.0492696751689557,0.0566696855996894,0.074074074074074,41231.0,165.6074617678968,Y
3219,B,3,NUR,Unknown,0,2,1,0,0,LTR,443355,1113.3333333333333,1.0,4,1.0,0,0,0,29,0.0209059233449477,0.0566696855996894,0.074074074074074,41231.0,165.6074617678968,Y
3220,C,3,MED,ID,0,1,0,0,0,CIP,443405,1116.6666666666667,1.0,4,,0,0,0,35,0.0523532522474881,0.0451977401129943,0.0924369747899159,36543.0,168.2759000504866,Y
3221,C,3,LAW,Unknown,0,12,10,0,0,LTR,443355,1120.0,1.0,5,2.0,1,1,1,29,0.0383403361344537,0.0566696855996894,0.074074074074074,37972.0,167.83276694414025,Y
3222,H,3,INTB,FM,1,7,6,1,0,LMI,443355,1040.0,1.0,1,3.0,0,0,1,11,0.0338983050847457,0.1818181818181818,0.074074074074074,37972.0,167.83276694414025,Y
3223,C,3,PMED,FSC,0,4,3,0,0,LTR,443355,1110.0,1.0,4,3.0,0,0,1,29,0.0849629130141604,0.1111111111111111,0.074074074074074,37972.0,167.83276694414025,Y
3224,C,3,LAW,HIS,1,5,2,1,0,P02,443355,1280.0,1.0,3,,0,0,1,30,0.0383403361344537,0.1034482758620689,0.074074074074074,37972.0,167.83276694414025,Y
3225,H,3,PSC,PLAW,1,13,10,3,0,PCM,443355,1150.0,1.0,1,3.0,0,0,1,17,0.1422413793103448,0.1712707182320442,0.074074074074074,37972.0,167.83276694414025,Y
3226,C,3,ART,PSY,1,6,5,1,0,N02,443408,1350.0,1.0,1,3.0,0,0,1,31,0.0318352059925093,0.0629067245119305,0.0543478260869565,37972.0,167.83276694414025,Y
3227,B,3,Unknown,Unknown,0,1,0,0,0,CIP,443400,1335.0,1.0,3,1.0,0,0,0,12,0.0492696751689557,0.0566696855996894,0.0,33449.0,159.913989400877,Y
3228,C,3,NUR,Unknown,0,2,2,0,0,EML,443367,1320.0,1.0,1,2.0,0,0,1,11,0.0209059233449477,0.0566696855996894,0.0256410256410256,17529.0,168.85131100947126,Y
3229,B,3,MUS,Unknown,0,1,0,0,0,CIP,443522,1305.0,0.0,3,,0,0,0,21,0.0514018691588785,0.0566696855996894,0.0326797385620915,17529.0,168.85131100947126,Y
3230,A,3,Unknown,Unknown,1,9,7,1,0,CIP,443402,1290.0,0.0,5,3.0,0,1,1,23,0.0492696751689557,0.0566696855996894,0.0970873786407767,36760.0,156.74223825933137,Y
3231,C,3,Unknown,Unknown,1,6,6,0,0,SAT,443402,1290.0,0.0,1,3.0,0,0,1,19,0.0492696751689557,0.0566696855996894,0.0970873786407767,36760.0,156.74223825933137,Y
3232,O,3,Unknown,Unknown,1,3,3,0,0,LMA,443402,860.0,1.0,1,,0,0,1,11,0.0492696751689557,0.0566696855996894,0.0970873786407767,36760.0,156.74223825933137,Y
